tableIdx,columnIdx,columns_name,columns_name_kr,columns_type,columns_desc,timestamp,standard_yn
1772,10,regionid,지역아이디,int,지역아이디,2021-02-05 08:21:29.723,N
1772,11,gameid,게임아이디,int,게임아이디,2021-02-05 08:21:29.723,N
1933,6,characterid,캐릭터 ID,string,캐릭터를 식별하는 유니크한(UID) 값,2021-12-31 04:21:22.807,N
1933,7,serviceid,서비스아이디,long,게임별로 고정된 서비스 ID(인텔리전스 랩스에서 발급 진행),2021-12-31 04:21:22.807,N
1772,12,ct_score,누적시간 점수,float,누적시간 점수,2021-02-05 08:21:29.723,N
1772,13,rt_score,최근시간 점수,float,최근시간 점수,2021-02-05 08:21:29.723,N
1772,14,st_score,지속이용 점수,float,지속이용 점수,2021-02-05 08:21:29.723,N
1630,0,sdate,집계일,timestamp,집계 일자 (yyyy-MM-dd hh:mm:ss),2021-02-10 01:00:16.300,N
1630,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-02-10 01:00:16.300,N
1630,2,accountno,게임 계정,string,게임에서 발행된 계정 ID,2021-02-10 01:00:16.300,N
1630,3,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-02-10 01:00:16.300,N
1630,4,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-02-10 01:00:16.300,N
1630,5,serviceareaid,게임 계정 구분자,string,"NXLog의 accounttype, 일부게임 regionid 처럼 게임 계정의 유일성을 보장하기 위해 필요한 추가 구분자",2021-02-10 01:00:16.300,N
1630,6,characterid,게임 캐릭터 ID,string,게임 캐릭터 ID,2021-02-10 01:00:16.300,N
1630,7,serviceid,서비스아이디,long,랩스에서 발급하고 관리하는 게임 식별자,2021-02-10 01:00:16.300,N
1630,8,worldid,게임 서버,string,게임 서버 구분자,2021-02-10 01:00:16.300,N
1630,9,dw_game_code,IDC 게임 코드,string,idc DW에서 발급/ 관리하는 게임코드 게임 정보 참조: nxdim.dbo.d_pc_serviceid_dwgamecode_info,2021-02-10 01:00:16.300,N
1763,13,matchendtype,매치 종료 유형,string,"매치 종료 유형(정상, 중도퇴장, 비정상종료, 탈주 등)",2021-08-26 04:33:13.510,N
1763,14,matchendtype_desc,매치 종료 유형 설명,string,매치 종료 유형의 메타 정보. 메타정보가 없을 경우 matchendtype 과 동일,2021-08-26 04:33:13.510,N
1763,15,matchtime,매치 내 경과 시간,integer,매치 내 경과 시간 (매치 시작시점부터 초단위),2021-08-26 04:33:13.510,N
1763,16,matchid,매치 id,string,매치 id (시스템단위 matchid와 동일),2021-08-26 04:33:13.510,N
1763,17,createdate_kst,KST 기준 NXLog 생성시각,timestamp,KST 기준 NXLog 생성시각,2021-08-26 04:33:13.510,N
1763,18,loadingtime,데이터 적재 일시,timestamp,DB에 집계된 시간,2021-08-26 04:33:13.510,N
1695,10,payamt_nexonsn,nexonsn 기준 월 과금액,numeric,nexonsn 기준 월 과금액 (※PRIME의 과금액은 FO4M 의 과금액을 일부 합산하여 산정합니다),2021-08-26 04:37:11.233,N
1695,11,payamt_identitysn,identitysn 기준 월 과금액,numeric,identitysn 기준 월 과금액 (※PRIME의 과금액은 FO4M 의 과금액을 일부 합산하여 산정합니다),2021-08-26 04:37:11.233,N
1695,12,payamt_frac,과금 의존도,numeric,동월의 nexonsn 기준 월 과금액에 identitysn 기준 월 과금액을 나눈 값 ( payamt_nexonsn / payamt_identitysn = payamt_frac ),2021-08-26 04:37:11.233,N
1758,0,idx,인덱스,int,Row 인덱스,2021-01-18 01:29:20.627,N
1758,1,sdate,집계일,date,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-01-18 01:29:20.627,N
1758,2,hh,로그 생성 시간,date,"timezone 기준 로그 생성시간(""hh"")",2021-01-18 01:29:20.627,N
1758,3,timezone,집계 시간대,string,KST (Korea Standard Time),2021-01-18 01:29:20.627,N
1758,4,accountno,AccountNo,string,"게임에서 발행한 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-01-18 01:29:20.627,N
1758,5,nexonsn,NexonSN,long,nexon.com 계정 고유 번호(다른 명칭 으로 oid/uid/useroid/membersn 이라고도 함),2021-01-18 01:29:20.627,N
1758,6,npsn,NPSN,long,"TOY에서 발행된 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-01-18 01:29:20.627,N
1758,7,serviceareaid,게임계정 구분자,string,"accountno로 이용자를 찾기 위한 보조 식별자, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-01-18 01:29:20.627,N
1758,8,characterid,캐릭터 ID,string,"캐릭터를 식별하는 유니크한(UID) 값, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-01-18 01:29:20.627,N
1758,9,serviceid,서비스아이디,string,"게임별로 고정된 서비스 ID(인텔리전스 랩스에서 발급 진행), PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-01-18 01:29:20.627,N
1758,10,worldid,게임 서버 정보,string,"characterid로 캐릭터를 찾기 위한 보조 식별자, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-01-18 01:29:20.627,N
1758,11,upfeature,LBD 탐지툴 이름,string,LBD 탐지룰 이름,2021-01-18 01:29:20.627,N
1758,12,recipes,적용된 LBD 모델 이름,string,적용된 LBD 모델이름 JSON 리스트,2021-01-18 01:29:20.627,N
1758,13,extra,탐지된 유저의 추가 정보,string,탐지된 유저의 추가정보 JSON 데이터,2021-01-18 01:29:20.627,N
1758,14,loadingtime,데이터 적재 일시,timestamp,데이터 적재 일시,2021-01-18 01:29:20.627,N
1751,0,sdate,집계일,date,집계 일자 (yyyy-MM-dd),2021-01-29 02:52:18.843,N
1751,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-01-29 02:52:18.843,N
1751,2,accountno,게임 계정,string,게임에서 발행된 계정 ID,2021-01-29 02:52:18.843,N
1751,3,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-01-29 02:52:18.843,N
1751,4,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-01-29 02:52:18.843,N
1751,5,serviceareaid,게임 계정 구분자,string,"NXLog의 accounttype, 일부게임 regionid 처럼 게임 계정의 유일성을 보장하기 위해 필요한 추가 구분자",2021-01-29 02:52:18.843,N
1751,6,characterid,게임 캐릭터 ID,string,게임 캐릭터 ID,2021-01-29 02:52:18.843,N
1751,7,serviceid,서비스아이디,long,랩스에서 발급하고 관리하는 게임 식별자,2021-01-29 02:52:18.843,N
1751,8,worldid,게임 서버,string,게임 서버 구분자,2021-01-29 02:52:18.843,N
1751,9,n8indexsn,인덱스 번호,long,인덱스키,2021-01-29 02:52:18.843,N
1751,10,dtcreatedate,로그 생성일,datetime,로그 생성일(mlt_Basic.isAdminBlock 설정시점),2021-01-29 02:52:18.843,N
1751,11,stradminid,어드민블럭 설정한 운영자 아이디,string,어드민블럭 설정한 운영자 아이디,2021-01-29 02:52:18.843,N
1751,12,n1accesscode,어드민블럭 설정 경로,int,"1: 백오피스, 2: NCS, 3:이메일도용처리시, 4: 넥슨ID변경",2021-01-29 02:52:18.843,N
1751,13,is_block,어드민블럭 여부,int,"제재/해제 여부 (0:해제, 1:제재)",2021-01-29 02:52:18.843,N
1751,14,strdesc,설정 사유,string,어드민블럭 설정 사유,2021-01-29 02:52:18.843,N
1751,15,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-01-29 02:52:18.843,N
1377,0,sdate,집계일,date,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-01-18 06:55:37.650,N
1377,1,timezone,집계 시간대,string,KST (Korea Standard Time),2021-01-18 06:55:37.650,N
1377,2,accountno,AccountNo,string,"게임에서 발행한 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-01-18 06:55:37.650,N
1377,3,nexonsn,NexonSN,long,nexon.com 계정 고유 번호(다른 명칭 으로 oid/uid/useroid/membersn 이라고도 함),2021-01-18 06:55:37.650,N
1377,4,npsn,NPSN,long,"TOY에서 발행된 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-01-18 06:55:37.650,N
1377,5,serviceareaid,게임계정 구분자,string,"accountno로 이용자를 찾기 위한 보조 식별자, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-01-18 06:55:37.650,N
1276,9,clientip,IP,string,최종 접속 IP 주소,2021-04-02 08:49:56.807,N
1276,10,ostype,OS 종류,string,최종 접속 OS 종류 (Android/iOS),2021-04-02 08:49:56.807,N
1276,11,osversion,OS 버전,string,OS 버전 상세 정보,2021-04-02 08:49:56.807,N
1276,12,marketid,마켓 종류,string,"최종 접속 마켓 종류 (GoogleStore, AppleStore 등))",2021-04-02 08:49:56.807,N
1276,13,countrycode,국가 코드,string,최종 접속 국가 코드,2021-04-02 08:49:56.807,N
1276,14,loadingtime,데이터 적재 일시,datetime,데이터 적재 일시,2021-04-02 08:49:56.807,N
1695,13,loadingtime,데이터 적재 일시,timestamp,DB에 집계된 시간,2021-08-26 04:37:11.233,N
1753,9,UVP,UVP,int,"피파온라인4 유저별 등급 점수 (0~100 점), 높을수록 상위 등급",2021-01-15 07:08:00.070,N
1753,10,Grade_A,Grade A,int,"구매등급(1~11등급), 낮을수록 상위등급",2021-01-15 07:08:00.070,N
1753,11,Grade_T,Grade T,int,"접속등급(1~11등급), 낮을수록 상위등급",2021-01-15 07:08:00.070,N
1753,12,Grade_P,Grade P,int,"PC방등급(1~11등급), 낮을수록 상위등급",2021-01-15 07:08:00.070,N
1753,13,Star,Star,nvarchar,"FO3 당시 운영팀에서 참고하던 지표
★★★★★ : 구매 접속 모두 높은 그룹 - [ 구매 1~3등급 & (PC방 or 접속등급이 1~3등급) ]
★★★ : 매출에 비해, 접속등급이 낮은 그룹 - [ 구매 1~3등급 & (PC방 and 접속등급이 4~10등급) ]
★ : 접속등급은 높지만, 매출등급이 낮은 그룹 - [ 구매 4~10등급 & (PC방 or 접속등급이 1~3등급) ]
NULL : 기타유저",2021-01-15 07:08:00.070,N
1753,14,loadingtime,데이터 적재 일시,datetime,데이터 적재 일시,2021-01-15 07:08:00.070,N
1884,17,flag,신규/복귀 플레그,nvarchar(100),신규/복귀 구분 값 . 복귀유저 분류방법에 대한 식별자가 2인 경우(flag_logic = 2) 모두 NULL,2021-12-08 09:23:17.770,N
1884,18,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-12-08 09:23:17.770,N
1869,0,sdate,집계일,timestamp,집계 일자 (yyyy-MM-dd hh:mm:ss)),2021-07-09 06:45:31.570,N
1719,0,sdatetime,집계일,timestamp,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-01-19 08:13:30.463,N
1719,1,timezone,집계 시간대,string,KST (Korea Standard Time),2021-01-19 08:13:30.467,N
1869,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-07-09 06:45:31.570,N
1869,2,toy_serviceid,TOY 서비스아이디,long,TOY 서비스 아이디,2021-07-09 06:45:31.570,N
1869,3,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-07-09 06:45:31.570,N
1869,4,co,접속 클라이언트 국가코드,string,유저가 당일 접속 클라이언트 국가코드,2021-07-09 06:45:31.570,N
1869,5,co_currencycode,접속 클라이언트 국가의 통화 리스트,string,유저가 당일 접속 클라이언트 국가의 통화 리스트,2021-07-09 06:45:31.570,N
1869,6,ordernumber,구글 결제 주문 번호,string,유저가 구글 결제한 주문 번호,2021-07-09 06:45:31.570,N
1869,7,pay_currencycode,구글 결제 화폐 코드,string,유저가 구글 결제한 화폐 코드,2021-07-09 06:45:31.570,N
1869,8,pay_price,구글 결제 금액,string,유저가 구글 결제한 금액,2021-07-09 06:45:31.570,N
1869,9,pay_chargedatetime,구글 결제 시간,timestamp,유저가 구글 결제한 시간,2021-07-09 06:45:31.570,N
1869,10,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-07-09 06:45:31.570,N
1911,12,frdrcm_interest,추천된 게임 관심도,integer,추천된 게임 관심도 (세부 질문 컨플참조),2021-10-22 05:08:44.827,N
1911,13,frdrcm_info,추천된 게임 정보 탐색 강도,integer,추천된 게임 정보 탐색 강도  (세부 질문 컨플참조),2021-10-22 05:08:44.827,N
1911,14,frdrcm_play,추천된 게임 플레이 강도,integer,추천된 게임 플레이 강도 (세부 질문 컨플참조),2021-10-22 05:08:44.827,N
1911,15,is_superspread,슈퍼전파자 유저 여부,integer,"슈퍼전파자 유저 여부 (1: 해당, 0: 비해당 / 세부 기준 컨플참조)",2021-10-22 05:08:44.827,N
1911,16,is_openmind,오픈마인드 유저 여부,integer,"오픈마인드 유저 여부 (1: 해당, 0: 비해당 / 세부 기준 컨플참조)",2021-10-22 05:08:44.827,N
1911,17,createdate,설문 응답일,date,설문 응답일,2021-10-22 05:08:44.827,N
1911,18,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-10-22 05:08:44.827,N
1793,3,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-10-29 03:28:18.240,N
1873,5,serviceareaid,게임계정 구분자,nvarchar(max),accountno로 이용자를 찾기 위한 보조 식별자. characterid 기준 집계여서 !notapplicable@로 입력,2021-08-26 04:26:41.347,N
1873,6,characterid,캐릭터 ID,nvarchar(max),캐릭터를 식별하는 유니크한(UID) 값,2021-08-26 04:26:41.347,N
1793,4,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-10-29 03:28:18.240,N
1779,0,sdate,집계일,date,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-08-19 05:29:12.240,N
1779,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-08-19 05:29:12.240,N
1779,2,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-08-19 05:29:12.240,N
1793,5,serviceareaid,게임 계정 구분자,string,"NXLog의 accounttype, 일부게임 regionid 처럼 게임 계정의 유일성을 보장하기 위해 필요한 추가 구분자",2021-10-29 03:28:18.240,N
1793,6,characterid,게임 캐릭터 ID,string,게임 캐릭터 ID,2021-10-29 03:28:18.240,N
1793,7,serviceid,서비스아이디,long,랩스에서 발급하고 관리하는 게임 식별자,2021-10-29 03:28:18.240,N
1793,8,worldid,게임 서버,string,게임 서버 구분자,2021-10-29 03:28:18.240,N
1793,9,access_interval,active 접속 주기,float,유저가 최근 3개월간 접속한 정보를 바탕으로 확률 추정한 접속 주기,2021-10-29 03:28:18.240,N
1793,10,access_upperbound,접속 주기 상한,float,유저가 최근 3개월간 접속한 정보를 바탕으로 확률 추정한 접속 주기 상한,2021-10-29 03:28:18.240,N
1793,11,prev_connectdate,마지막 이전 접속일,date,유저가 마지막 이전에 접속한 일자,2021-10-29 03:28:18.240,N
1793,12,last_connectdate,마지막 접속일,date,유저가 마지막으로 접속한 일자,2021-10-29 03:28:18.240,N
1793,13,last_accessinterval,마지막(이전) 접속 경과일,integer,마지막(또는 마지막 이전) 접속 이후 경과일로 유저 서치용 마지막(이전) 접속 경과일로 * 마지막 접속일이 업데이트 된 정보는 : {last_accessinterval} = 마지막 이전 접속일 - 집계일 * 마지막 접속일이 업데이트 안된 정보 : {last_accessinterval} = 마지막 접속일 - 집계일 으로 산출됩니다.,2021-10-29 03:28:18.240,N
1793,14,usersearch_tag,활성화 상태,string,유저 서치용 태그로 유저의 활성화 상태를 설명합니다. 활성화 상태가 inactive일 경우 유저의 접속 빈도가 줄어든 것으로 유추할 수 있습니다. 접속 주기 상한보다 마지막(이전) 접속 경과일이 크더라도 당일에 접속하면 active로 변경됩니다.,2021-10-29 03:28:18.240,N
1793,15,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-10-29 03:28:18.240,N
1750,0,sdate,집계일,date,집계 일자 (yyyy-MM-dd),2021-01-18 01:30:12.067,N
1750,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-01-18 01:30:12.067,N
1750,2,accountno,게임 계정,string,게임에서 발행된 계정 ID,2021-01-18 01:30:12.067,N
1750,3,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-01-18 01:30:12.067,N
1750,4,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-01-18 01:30:12.067,N
1750,5,serviceareaid,게임 계정 구분자,string,"NXLog의 accounttype, 일부게임 regionid 처럼 게임 계정의 유일성을 보장하기 위해 필요한 추가 구분자",2021-01-18 01:30:12.067,N
1750,6,characterid,게임 캐릭터 ID,string,게임 캐릭터 ID,2021-01-18 01:30:12.067,N
1750,7,serviceid,서비스아이디,long,랩스에서 발급하고 관리하는 게임 식별자,2021-01-18 01:30:12.067,N
1750,8,worldid,게임 서버,string,게임 서버 구분자,2021-01-18 01:30:12.067,N
1750,9,listtype,리스트 유형,string,"리스트 유형(id, ip 두가지 존재)",2021-01-18 01:30:12.067,N
1750,10,blacklist,블랙리스트,string,블랙리스트,2021-01-18 01:30:12.067,N
1750,11,connecttype,접속 유형,string,"nexon, neople, naver..등 (리스트 유형이 id일때만 값 존재)",2021-01-18 01:30:12.067,N
1750,12,startdatetime,제한 시작 시간,datetime,제한 시작 시간,2021-01-18 01:30:12.067,N
1750,13,expiredatetime,제한 종료 날짜,datetime,제한 종료 날짜,2021-01-18 01:30:12.067,N
1750,14,timediff,제한시간 (분 단위),int,제한시간 (분 단위),2021-01-18 01:30:12.067,N
1750,15,loadingtime,데이터 적재 일시,datetime,DB에 집계된 시간,2021-01-18 01:30:12.067,N
1898,0,sdate,집계일,date,집계 일자 (yyyy-MM-dd),2021-10-21 07:50:03.647,N
1898,1,timezone,집계 시간대,string,"집계 시간대 (KST, UTC 등)",2021-10-21 07:50:03.647,N
1898,2,accountno,게임 계정,string,게임에서 발행된 계정 ID,2021-10-21 07:50:03.647,N
1898,3,nexonsn,NexonSN,long,넥슨 계정 식별자,2021-10-21 07:50:03.647,N
1898,4,npsn,NPSN,long,TOY에서 발급한 모바일 플랫폼 계정 식별자,2021-10-21 07:50:03.647,N
1898,5,serviceareaid,게임 계정 구분자,string,"NXLog의 accounttype, 일부게임 regionid 처럼 게임 계정의 유일성을 보장하기 위해 필요한 추가 구분자",2021-10-21 07:50:03.647,N
1898,6,characterid,게임 캐릭터 ID,string,게임 캐릭터 ID,2021-10-21 07:50:03.647,N
1898,7,serviceid,서비스아이디,long,랩스에서 발급하고 관리하는 게임 식별자,2021-10-21 07:50:03.647,N
1898,8,worldid,게임 서버,string,게임 서버 구분자,2021-10-21 07:50:03.647,N
1898,9,charname,게임 캐릭터 이름,string,게임 캐릭터 이름,2021-10-21 07:50:03.647,N
1898,10,relic_changebef,유물 봉인 해제 전 단계,string,유물 봉인 해제 전 단계,2021-10-21 07:50:03.647,N
1898,11,relic_changeaft,유물 봉인 해제 후 단계,string,유물 봉인 해제 후 단계,2021-10-21 07:50:03.647,N
1898,12,relic_latest_createdate_kst,유물 봉인 해제 일시,timestamp,유물 봉인 해제 일시,2021-10-21 07:50:03.647,N
1898,13,reborn_weapon_name,최근 각성한 장비 이름,string,최근 각성한 장비 이름,2021-10-21 07:50:03.647,N
1898,14,reborn_weapon_type,최근 각성한 장비 종류,string,최근 각성한 장비 종류,2021-10-21 07:50:03.647,N
1898,15,reborn_weapon_grade,최근 각성한 장비 등급,string,최근 각성한 장비 등급,2021-10-21 07:50:03.647,N
1898,16,reborn_latest_createdate_kst,장비 각성 일시,timestamp,장비 각성 일시,2021-10-21 07:50:03.647,N
1898,17,enhanced_weapon_name,고강화 장비 이름,string,고강화 장비 이름,2021-10-21 07:50:03.647,N
1898,18,enhanced_weapon_type,고강화 장비 종류,string,고강화 장비 종류,2021-10-21 07:50:03.647,N
1720,8,worldid,게임 서버,string,게임 서버 구분자,2021-10-20 08:21:09.833,N
1720,9,regionid,리전,string,리전 정보,2021-10-20 08:21:09.833,N
1720,10,first_pmt_lv,최초 과금 레벨,long,최초 과금 캐릭터 레벨,2021-10-20 08:21:09.833,N
1720,11,last_pmt_lv,최종 과금 레벨,long,최종 과금 캐릭터 레벨,2021-10-20 08:21:09.833,N
1720,12,first_pmt_pid,최초 과금 상품,string,최초 과금 PID,2021-10-20 08:21:09.833,N
1720,13,last_pmt_pid,최종 과금 상품,string,최종 과금 PID,2021-10-20 08:21:09.833,N
1442,13,churnratio,이탈 위험도,float,이탈일을 평균 접속 주기로 나눈 값,2021-07-15 02:53:30.003,N
1442,14,loadingtime,데이터 적재 일시,datetime,데이터 적재 일시,2021-07-15 02:53:30.003,N
1720,14,first_pmt_dt,최초 과금 일자,date,최초 과금 일자,2021-10-20 08:21:09.833,N
1720,15,last_pmt_dt,최종 과금 일자,date,최종 과금 일자,2021-10-20 08:21:09.833,N
1603,17,question_view_content,GOLLA설문의 질문에 대한 응답,string,질문에 대한 응답 ID 에 매칭되는 객관지,2021-12-01 06:39:51.513,N
1603,18,answer_etc,GOLLA설문의 질문에 대한 기타응답,string,질문에 대한 기타응답,2021-12-01 06:39:51.513,N
1603,19,golla_service_id,GOLLA서비스 no.,long,설문조사 서비스 no. survey_service 테이블의 service_id 의 값,2021-12-01 06:39:51.513,N
1603,20,golla_service_name,GOLLA서비스 명,string,설문조사 서비스 명. survey_service 테이블의 service_name 의 값,2021-12-01 06:39:51.513,N
1603,21,answer_content_list_exploded2_question_view_id,GOLLA설문의 질문에 대한 응답지에 2차 질문내용이 있을 경우의 질문지 ID,string,질문에 대한 응답지에 2차 질문내용이 있을 경우의 질문지 ID,2021-12-01 06:39:51.513,N
1603,22,answer_content_list_exploded2_question_view_content,GOLLA설문의 질문에 대한 응답지에 2차 질문내용이 있을 경우의 질문지,string,질문에 대한 응답지에 2차 질문내용이 있을 경우의 질문지,2021-12-01 06:39:51.513,N
1603,23,answer_content_list_exploded2_question_view_answer,GOLLA설문의 질문에 대한 응답지에 2차 질문내용이 있을 경우의 그에 대한 응답,string,질문에 대한 응답지에 2차 질문내용이 있을 경우의 그에 대한 응답,2021-12-01 06:39:51.513,N
1603,24,answer_content_list_exploded2_matrix_answer_contentlist,GOLLA설문의 질문에 대한 응답지에 2차 행렬질문이 있을경우 그에 대한 응답 ID,string,질문에 대한 응답지에 2차 행렬질문이 있을경우 그에 대한 응답 ID,2021-12-01 06:39:51.513,N
1677,8,worldid,게임 서버,string,게임 서버 구분자. PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력,2021-08-26 04:38:15.900,N
1677,9,identitysn,신상키,integer,"본인 인증에서 신상을 구분하기 위한 키(주민번호 같은 존재), 구분이 어려울 땐 -1로 입력",2021-08-26 04:38:15.900,N
1879,11,banendtime,제재 해제 시각,TIMESTAMP,제재 해제 시각,2021-07-21 05:44:17.540,N
1800,0,sdate,집계일,date,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-03-26 06:57:40.160,N
1800,1,timezone,집계 시간대,string,KST (Korea Standard Time),2021-03-26 06:57:40.160,N
1800,2,accountno,AccountNo,string,"게임에서 발행한 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-03-26 06:57:40.160,N
1800,3,nexonsn,NexonSN,long,nexon.com 계정 고유 번호(다른 명칭 으로 oid/uid/useroid/membersn 이라고도 함),2021-03-26 06:57:40.160,N
1800,4,npsn,NPSN,long,"TOY에서 발행된 계정ID, PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-03-26 06:57:40.160,N
1800,5,serviceareaid,게임계정 구분자,string,"accountno로 이용자를 찾기 위한 보조 식별자, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-03-26 06:57:40.160,N
1800,6,characterid,캐릭터 ID,string,"캐릭터를 식별하는 유니크한(UID) 값, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-03-26 06:57:40.160,N
1800,7,serviceid,서비스아이디,long,"게임별로 고정된 서비스 ID(인텔리전스 랩스에서 발급 진행), PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-03-26 06:57:40.160,N
1879,12,loadingtime,데이터 적재 일시,TIMESTAMP,DB에 집계된 시간,2021-07-21 05:44:17.540,N
1786,0,sdate,집계일,date,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-03-16 04:48:39.640,N
1786,1,timezone,집계 시간대,varchar,KST (Korea Standard Time),2021-03-16 04:48:39.640,N
1786,2,accountno,AccountNo,varchar,게임에서 발행한 계정ID,2021-03-16 04:48:39.640,N
1786,3,nexonsn,NexonSN,bigint,nexon.com 계정 고유 번호(다른 명칭 으로 oid/uid/useroid/membersn 이라고도 함),2021-03-16 04:48:39.640,N
1786,4,npsn,NPSN,bigint,TOY에서 발행된 계정ID,2021-03-16 04:48:39.640,N
1786,5,serviceareaid,게임계정 구분자,varchar,accountno로 이용자를 찾기 위한 보조 식별자,2021-03-16 04:48:39.640,N
1776,0,sdate,집계일,datetime,한국 표준 시간 (KST:Korea Standard Time) 기준 집계 일자,2021-02-10 01:50:04.637,N
1776,1,timezone,집계 시간대,string,KST (Korea Standard Time),2021-02-10 01:50:04.637,N
1776,2,serviceareaid,게임 구분자,string,게임을 찾기 위한 보조 식별자,2021-02-10 01:50:04.637,N
1776,3,serviceid,서비스아이디,long,"게임별로 고정된 서비스 ID(인텔리전스 랩스에서 발급 진행), PC회원(nexonsn) 기준 집계여서 -1로 입력",2021-02-10 01:50:04.637,N
1776,4,worldid,게임 서버 정보,string,"characterid로 캐릭터를 찾기 위한 보조 식별자, PC회원(nexonsn) 기준 집계여서 !notapplicable@로 입력",2021-02-10 01:50:04.637,N
1776,5,objectid,Object에 발급한 ID,string,Object에 발급한 ID,2021-02-10 01:50:04.637,N
1776,6,objecttype,objectid를 설명해주는 속성입니다.,string,objectid를 설명해주는 속성입니다.,2021-02-10 01:50:04.637,N
1776,7,rank,랭크,int,랭크,2021-02-10 01:50:04.637,N
1776,8,nexonsn,nexonsn,bigint,nexonsn,2021-02-10 01:50:04.637,N
1776,9,accountno,어카운트 정보,string,어카운트 정보,2021-02-10 01:50:04.637,N
1776,10,nickname,닉네임,string,닉네임,2021-02-10 01:50:04.637,N
1776,11,userlevel,레벨,bigint,레벨,2021-02-10 01:50:04.637,N
1776,12,totaltime,총 플레이시간,bigint,총 플레이시간,2021-02-10 01:50:04.637,N
1776,13,totalmatches,총 매치 수,bigint,총 매치 수,2021-02-10 01:50:04.637,N
1769,10,processorcore,프로세서(CPU) 코어 수,long,프로세서(CPU) 코어 수,2021-01-29 03:49:09.483,N
1769,11,ramsize,램 사이즈,long,램의 사양(단위 Gigabyte),2021-01-29 03:49:09.483,N
1769,12,videoname_array,GPU 정보,string,GPU 제품을 어레이 형태로 표시,2021-01-29 03:49:09.483,N
1769,13,osname,OS 명,string,OS 명칭,2021-01-29 03:49:09.483,N
1769,14,osbit,OS 비트,string,OS 비트 정보,2021-01-29 03:49:09.483,N
1769,15,volumesize,하드 용량,long,하드 용량 정보,2021-01-29 03:49:09.483,N
1769,16,soundname_array,사운드 장치 정보,string,사운드 장치 정보를 어레이로 제공,2021-01-29 03:49:09.483,N
1769,17,pcbang_name,피씨방 이름,string,피씨방 이름,2021-01-29 03:49:09.483,N
1769,18,sido,시/도,string,피씨방이 위치한 시/도,2021-01-29 03:49:09.483,N
1769,19,gu,구,string,피씨방이 위치한 구,2021-01-29 03:49:09.483,N
1769,20,loadingtime,데이터 적재 일시,datetime,데이터 적재 일시,2021-01-29 03:49:09.483,N
1558,0,sdate,집계일,date,집계 일자 (yyyy-MM-dd),2021-02-04 01:50:05.620,N
1558,1,timezone,집계 시간대,string,집계 시간대 : KST,2021-02-04 01:50:05.620,N
1558,2,accountno,게임 계정,string,게임에서 발행한 계정ID. NexonSN 기준 집계여서 -1 로 입력,2021-02-04 01:50:05.620,N
